car_name,year,price,assemble_place,series,driven kms,num_of_seat,engine_type,transmission
 Mitsubishi Xpander 1.5 AT,2020,23191.0,Imported,SUV,22000,7,Petrol,Automatic
 Honda HRV G,2019,25044.0,Imported,Crossover,38000,5,Petrol,Automatic
 Hyundai i10 Grand 1.0 MT Base,2014,7218.0,Imported,Hatchback,90000,5,Petrol,Manual
 Mazda CX5 2.0 AT,2019,23072.0,Locally assembled,SUV,52000,5,Petrol,Automatic
 Mercedes Benz C class C200 Exclusive,2020,47328.0,Locally assembled,Sedan,20000,5,Petrol,Automatic
 Kia Morning Si MT,2016,9742.0,Locally assembled,Hatchback,64000,5,Petrol,Manual
 Chevrolet Aveo LT 1.5 MT,2014,7020.0,Locally assembled,Sedan,128999,5,Petrol,Manual
 Toyota Innova G,2009,8756.0,Locally assembled,Crossover,290000,8,Petrol,Manual
 Toyota Corolla Cross 1.8V,2022,33327.0,Imported,SUV,12000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2017,18142.0,Locally assembled,Sedan,73000,5,Petrol,Automatic
 Mercedes Benz C class C280 Avantgarde,2005,7060.0,Locally assembled,Sedan,180000,5,Petrol,Automatic
 Samsung SM5 520i,2003,3905.0,Imported,Sedan,130000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2021,12621.0,Locally assembled,Hatchback,21000,5,Petrol,Automatic
 Ford Focus Trend 1.5L,2019,17156.0,Locally assembled,Hatchback,42000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2018,18892.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Toyota Zace GL,2003,5048.0,Locally assembled,SUV,100000,8,Petrol,Manual
 Mercedes Benz GLC 300 4Matic,2021,72964.0,Locally assembled,SUV,24000,5,Petrol,Automatic
 Toyota Innova 2.0E,2017,17945.0,Locally assembled,Crossover,60000,8,Petrol,Manual
 Mercedes Benz E class E250,2018,58371.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Toyota Vios 1.5E CVT,2019,17038.0,Locally assembled,Sedan,12345,5,Petrol,Automatic
 Daewoo Leganza 2.0,2000,2169.0,Imported,Sedan,300000,5,Petrol,Manual
 Ford Ranger Raptor 2.0L 4x4 AT,2022,42595.0,Imported,Bán tải / Pickup,37000,5,Diesel,Automatic
 Ford Ranger XLS 2.2L 4x2 MT,2022,20312.0,Locally assembled,Bán tải / Pickup,13000,5,Diesel,Manual
 Chevrolet Camaro 2.0 Turbo,2016,78840.0,Imported,Coupe,7500,4,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2015,20864.0,Imported,Bán tải / Pickup,115000,5,Diesel,Automatic
 Honda City 1.5,2018,16368.0,Locally assembled,Sedan,68000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT Premium,2019,12424.0,Locally assembled,Hatchback,43800,5,Petrol,Automatic
 Hyundai Elantra Sport 1.6 AT,2020,23861.0,Locally assembled,Sedan,36000,5,Petrol,Automatic
 Kia Morning S AT,2018,13370.0,Locally assembled,Hatchback,30000,5,Petrol,Automatic
 Lexus LX 570 Super Sport,2019,313548.0,Imported,SUV,31000,7,Petrol,Automatic
 Honda HRV L,2019,24058.0,Imported,Crossover,50000,5,Petrol,Automatic
 Chevrolet Cruze LTZ 1.8 AT,2014,13015.0,Locally assembled,Sedan,52000,5,Petrol,Automatic
 Mitsubishi Triton Athlete 4x4 AT,2022,30763.0,Imported,Bán tải / Pickup,2900,5,Diesel,Automatic
 Toyota Corolla altis 1.8G AT,2010,13410.0,Locally assembled,Sedan,121000,5,Petrol,Automatic
 Honda City 1.5,2019,17156.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Honda City 1.5,2020,17393.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Kia Morning SX 1.1 AT Sport,2011,7454.0,Locally assembled,Hatchback,95000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2020,12621.0,Locally assembled,Hatchback,39000,5,Petrol,Automatic
 Lexus LX 570 Super Sport,2019,307632.0,Imported,SUV,33000,7,Petrol,Automatic
 Mazda 3 1.5 AT,2018,18537.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Lexus RX 300,2021,122264.0,Imported,SUV,10000,5,Petrol,Automatic
 Toyota Innova Venturer 2.0 AT,2020,30763.0,Locally assembled,Crossover,13000,8,Petrol,Automatic
 VinFast Fadil 1.4 AT,2020,13212.0,Locally assembled,Hatchback,19000,5,Petrol,Automatic
 Toyota Yaris 1.5 AT,2012,13015.0,Imported,Hatchback,65000,5,Petrol,Automatic
 VinFast Fadil Tiêu chuẩn 1.4 AT,2022,13410.0,Locally assembled,Hatchback,10000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2017,18340.0,Locally assembled,Sedan,75000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2019,20706.0,Locally assembled,Sedan,38000,5,Petrol,Automatic
 Lexus LX 570,2010,80458.0,Imported,SUV,90000,7,Petrol,Automatic
 Mazda CX5 2.5 AT 2WD,2017,22402.0,Locally assembled,SUV,70000,5,Petrol,Automatic
 Mercedes Benz E class E250,2017,50878.0,Locally assembled,Sedan,64000,5,Petrol,Automatic
 Mercedes Benz C class C300 AMG,2014,21692.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Kia K3 Premium 1.6 AT,2022,25439.0,Locally assembled,Sedan,13000,5,Petrol,Automatic
 Hyundai Elantra 2.0 AT,2021,23072.0,Locally assembled,Sedan,13000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT,2014,19720.0,Imported,Crossover,110000,5,Petrol,Automatic
 VinFast Lux SA 2.0 2.0 AT,2021,31473.0,Locally assembled,SUV,16000,7,Petrol,Automatic
 Mercedes Benz GL GL 400 4Matic,2015,64682.0,Imported,SUV,80000,7,Petrol,Automatic
 Kia Morning Si AT,2016,11004.0,Locally assembled,Hatchback,68000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT,2019,16565.0,Locally assembled,Sedan,55000,5,Petrol,Automatic
 Mercedes Benz GLC 200 4Matic,2021,66456.0,Locally assembled,SUV,14400,5,Petrol,Automatic
 Hyundai Accent 1.4 ATH,2019,18340.0,Locally assembled,Sedan,31000,5,Petrol,Automatic
 Kia Rio 1.4 AT,2014,12621.0,Imported,Hatchback,68000,5,Petrol,Automatic
 Ford Everest 2.5L 4x2 MT,2008,10254.0,Locally assembled,SUV,234567,7,Diesel,Manual
 Hyundai Tucson 2.0 AT CRDi,2019,30763.0,Locally assembled,Crossover,45000,5,Diesel,Automatic
 Ford Focus S 2.0 AT,2015,16486.0,Locally assembled,Hatchback,89000,5,Petrol,Automatic
 Bentley Mulsanne 6.75 V8,2011,0.0,Imported,Sedan,4000,5,Petrol,Automatic
 Hyundai Tucson 1.6 AT Turbo,2020,30172.0,Locally assembled,Crossover,37000,5,Petrol,Automatic
 Lexus RX 350,2009,35023.0,Imported,SUV,69000,5,Petrol,Automatic
 Ford Transit 2.4L,2008,7691.0,Locally assembled,Van/Minivan,150000,6,Diesel,Manual
 Hyundai i10 Grand 1.2 AT,2017,13015.0,Locally assembled,Sedan,72000,5,Petrol,Automatic
 Toyota Sienna LE 2.7,2010,33524.0,Imported,Van/Minivan,32000,7,Petrol,Automatic
 Bentley Flying Spur Speed,2008,64287.0,Imported,Sedan,95000,5,Petrol,Automatic
 VinFast Lux SA 2.0 Premium 2.0 AT,2021,37429.0,Locally assembled,SUV,25000,7,Petrol,Automatic
 Mitsubishi Outlander 2.0 CVT,2019,25044.0,Locally assembled,SUV,51000,7,Petrol,Automatic
 LandRover Range Rover Vogue 3.0 I6,2020,256360.0,Imported,SUV,36000,5,Petrol,Automatic
 Kia Seltos Luxury 1.4 AT,2021,26346.0,Locally assembled,Crossover,27000,5,Petrol,Automatic
 Kia K3000S,2005,3550.0,Locally assembled,Truck,386358,2,Diesel,Manual
 VinFast Fadil Tiêu chuẩn 1.4 AT,2022,14001.0,Locally assembled,Hatchback,12000,5,Petrol,Automatic
 Mitsubishi Jolie SS,2005,4851.0,Locally assembled,SUV,150000,8,Petrol,Manual
 LandRover Discovery HSE,2018,94616.0,Imported,SUV,45678,7,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2019,19286.0,Locally assembled,SUV,26000,5,Petrol,Automatic
 Mercedes Benz C class C200,2019,35023.0,Locally assembled,Sedan,30575,5,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2018,19681.0,Locally assembled,Crossover,50000,5,Petrol,Automatic
 Porsche Macan 2.0,2014,73753.0,Imported,SUV,64000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT Đặc Biệt,2022,19917.0,Locally assembled,Sedan,6200,5,Petrol,Automatic
 Peugeot 3008 Allure 1.6 AT,2021,32932.0,Locally assembled,Crossover,19000,5,Petrol,Automatic
 Mercedes Benz C class C200 Exclusive,2021,57582.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 LandRover Range Rover Autobiography 5.0,2014,138040.0,Imported,SUV,60000,4,Petrol,Automatic
 LandRover Range Rover Autobiography LWB 5.0,2014,153816.0,Imported,SUV,60000,4,Petrol,Automatic
 Porsche Taycan,2021,240544.0,Imported,Sedan,6000,4,Điện,Automatic
 Mazda CX8 Premium AWD,2019,34510.0,Locally assembled,SUV,66000,7,Petrol,Automatic
 Lexus ES 300h,2012,46539.0,Imported,Sedan,50000,5,Hybrid,Automatic
 Hyundai Elantra 1.6 AT,2020,21889.0,Locally assembled,Sedan,22000,5,Petrol,Automatic
 Ford Ranger Wildtrak 2.2L 4x2 AT,2016,21692.0,Imported,Bán tải / Pickup,60000,5,Diesel,Automatic
 Porsche 718 Boxster 2.0 AT,2017,137645.0,Imported,Convertible/Cabriolet,11000,2,Petrol,Automatic
 Toyota Sienna LE 3.5,2007,18537.0,Imported,Van/Minivan,60000,7,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2017,16368.0,Locally assembled,SUV,60000,5,Petrol,Automatic
 Kia Sedona 2.2 DAT Luxury,2020,39243.0,Locally assembled,Van/Minivan,60000,7,Diesel,Automatic
 Toyota Yaris 1.5G,2019,22086.0,Imported,Hatchback,40000,5,Petrol,Automatic
 Kia K3 1.6 AT,2015,15737.0,Locally assembled,Sedan,68000,5,Petrol,Automatic
 Mazda 2 1.5 AT,2015,14948.0,Locally assembled,Hatchback,50000,5,Petrol,Automatic
 Toyota Camry 2.5Q,2016,28791.0,Locally assembled,Sedan,69000,5,Petrol,Automatic
 Honda City 1.5 AT,2017,16368.0,Locally assembled,Sedan,42000,5,Petrol,Automatic
 Mitsubishi Xpander 1.5 AT,2019,18931.0,Imported,SUV,61000,7,Petrol,Automatic
 Suzuki Super Carry Truck 1.0 MT,2018,5719.0,Locally assembled,Truck,90000,2,Petrol,Manual
 Ford Explorer Limited 2.3L EcoBoost,2016,38257.0,Imported,SUV,14500,7,Petrol,Automatic
 Toyota Fortuner 2.5G,2011,17314.0,Locally assembled,SUV,242000,8,Diesel,Manual
 Kia Forte SLi 1.6 AT,2009,11635.0,Imported,Sedan,11000,5,Petrol,Automatic
 Lexus ES 250,2022,98600.0,Imported,Sedan,9000,5,Petrol,Automatic
 Lexus RX 300,2022,130152.0,Imported,SUV,4000,5,Petrol,Automatic
 Lexus LX 570,2019,309604.0,Imported,SUV,9000,7,Petrol,Automatic
 Toyota Land Cruiser VX 4.6 V8,2016,118280.0,Imported,SUV,79000,8,Petrol,Automatic
 Toyota Land Cruiser 4.6 V8,2019,153816.0,Imported,SUV,38000,8,Petrol,Automatic
 Kia Cerato 1.6 AT,2011,12818.0,Imported,Sedan,90000,5,Petrol,Automatic
 Toyota Camry 2.0E,2019,29580.0,Locally assembled,Sedan,31000,5,Petrol,Automatic
 Mazda 3 1.6 AT,2009,10254.0,Imported,Hatchback,128000,5,Petrol,Automatic
 Mazda 3 1.6 AT,2009,9071.0,Imported,Sedan,10000,5,Petrol,Automatic
 BMW X5 4.8i,2006,8677.0,Imported,SUV,136828,7,Petrol,Automatic
 Ford Everest Titanium 2.0L 4x4 AT,2018,35102.0,Imported,SUV,72000,7,Diesel,Automatic
 Mazda BT50 Luxury 2.2L 4x2 AT,2021,23072.0,Imported,Bán tải / Pickup,40000,5,Diesel,Automatic
 Toyota Prado TXL 2.7L,2014,37862.0,Imported,SUV,130000,7,Petrol,Automatic
 Honda Civic G 1.5 AT,2022,29422.0,Imported,Sedan,21500,5,Petrol,Automatic
 Ford Explorer Limited 2.3L EcoBoost,2020,61132.0,Imported,SUV,36000,7,Petrol,Automatic
 Ford Ranger Wildtrak 2.0L 4x4 AT,2018,26819.0,Imported,Bán tải / Pickup,63000,5,Diesel,Automatic
 Kia Sorento 2.2 DAT Premium,2019,30211.0,Locally assembled,SUV,4200,7,Diesel,Automatic
 Toyota Camry 2.5G,2017,31158.0,Locally assembled,Sedan,58878,5,Petrol,Automatic
 Kia Carens SX 2.0 AT,2009,9387.0,Locally assembled,Crossover,80000,7,Petrol,Automatic
 Honda CRV 2.4 AT,2010,14948.0,Locally assembled,SUV,130000,5,Petrol,Automatic
 Hyundai H 100,2006,5167.0,Locally assembled,Truck,50000,3,Diesel,Manual
 LandRover Range Rover HSE 3.0,2015,126168.0,Imported,SUV,50000,5,Petrol,Automatic
 Ford Everest Sport 2.0L 4x2 AT,2021,35457.0,Imported,SUV,20000,7,Diesel,Automatic
 Ford Everest Titanium 2.0L 4x2 AT,2021,38612.0,Imported,SUV,55000,7,Diesel,Automatic
 Lexus LX 570,2016,227174.0,Imported,SUV,48000,7,Petrol,Automatic
 Nissan Navara VL 2.5 AT 4WD,2018,20903.0,Imported,Bán tải / Pickup,80000,5,Diesel,Automatic
 Toyota Fortuner 2.5G,2016,24019.0,Locally assembled,SUV,71000,8,Diesel,Manual
 Mitsubishi Triton 4x2 AT,2017,17314.0,Imported,Bán tải / Pickup,71000,5,Diesel,Automatic
 Toyota Hilux 3.0G 4x4 AT,2016,24413.0,Imported,Bán tải / Pickup,87000,5,Diesel,Automatic
 Honda CRV 2.0 AT,2013,19523.0,Locally assembled,SUV,60000,5,Petrol,Automatic
 Daewoo Lacetti EX,2009,6113.0,Locally assembled,Sedan,168000,5,Petrol,Manual
 Mercedes Benz GLB 200 AMG,2022,74896.0,Imported,SUV,3000,7,Petrol,Automatic
 Hyundai i10 Grand 1.0 MT Base,2016,8085.0,Imported,Hatchback,168000,5,Petrol,Manual
 Kia Carnival Signature 2.2D,2022,58332.0,Locally assembled,Van/Minivan,22000,7,Diesel,Automatic
 Toyota Prado TXL 2.7L,2014,46934.0,Imported,SUV,68000,7,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2021,23467.0,Imported,Bán tải / Pickup,20000,5,Diesel,Automatic
 Mercedes Benz GLC 200,2019,57188.0,Locally assembled,SUV,50000,5,Petrol,Automatic
 Toyota Land Cruiser VX 4.6 V8,2015,96628.0,Imported,SUV,80000,8,Petrol,Automatic
 Mazda CX5 2.5 AT AWD,2018,26425.0,Locally assembled,SUV,92000,5,Petrol,Automatic
 Toyota Vios E 1.5 MT,2022,18142.0,Locally assembled,Sedan,15000,5,Petrol,Manual
 Daewoo Matiz SX 0.8 MT,2009,2958.0,Imported,Hatchback,300000,5,Petrol,Manual
 Ford Focus Sport 1.5L,2019,23270.0,Locally assembled,Hatchback,39000,5,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2021,23625.0,Locally assembled,Crossover,13000,5,Petrol,Automatic
 Lexus GX 460,2015,116348.0,Imported,SUV,80000,7,Petrol,Automatic
 Kia Morning Van 1.0 AT,2016,10176.0,Imported,Van/Minivan,50000,2,Petrol,Automatic
 Mercedes Benz R class R300,2010,21692.0,Imported,Crossover,100,7,Petrol,Automatic
 Hyundai Tucson 2.0 ATH,2019,27608.0,Locally assembled,Crossover,32000,5,Petrol,Automatic
 Toyota Camry 2.5Q,2020,39401.0,Imported,Sedan,30000,5,Petrol,Automatic
 Toyota Camry GLX 2.4,2007,14198.0,Imported,Sedan,13628,5,Petrol,Automatic
 Toyota Innova 2.0E,2017,18931.0,Locally assembled,Crossover,96000,8,Petrol,Manual
 Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt,2022,40426.0,Locally assembled,Crossover,15000,5,Petrol,Automatic
 Toyota Camry 2.5Q,2014,22086.0,Locally assembled,Sedan,118000,5,Petrol,Automatic
 Lincoln Navigator Black Label,2018,240584.0,Imported,SUV,25000,7,Petrol,Automatic
 Kia Cerato 1.6 AT Luxury,2019,20824.0,Locally assembled,Sedan,36000,5,Petrol,Automatic
 Mercedes Benz C class C200 Kompressor MT,2001,2603.0,Locally assembled,Sedan,50000,5,Petrol,Manual
 Mercedes Benz GLC 300 4Matic,2019,74147.0,Locally assembled,SUV,40000,5,Petrol,Automatic
 Daewoo Gentra SX 1.5 MT,2008,5443.0,Locally assembled,Sedan,100000,5,Petrol,Manual
 Toyota Camry 2.5Q,2016,27450.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Mazda CX8 Premium AWD,2020,36916.0,Locally assembled,SUV,19000,7,Petrol,Automatic
 Ford Mustang 2.3 EcoBoost Fastback,2020,133701.0,Imported,Coupe,8000,4,Petrol,Automatic
 Hyundai Tucson 2.0 ATH,2016,23270.0,Imported,Crossover,60000,5,Petrol,Automatic
 Chevrolet Cruze LT 1.6 MT,2016,11240.0,Locally assembled,Sedan,109000,5,Petrol,Manual
 Mazda 3 1.5L Luxury,2019,20627.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Mercedes Benz S class S450L Luxury,2020,136068.0,Locally assembled,Sedan,30000,5,Petrol,Automatic
 Porsche Panamera 3.6 V6,2014,76119.0,Imported,Sedan,36000,4,Petrol,Automatic
 Toyota Yaris 1.5G,2017,18458.0,Imported,Hatchback,46000,5,Petrol,Automatic
 Ford Ranger Wildtrak 2.0L 4x4 AT,2020,29580.0,Imported,Bán tải / Pickup,40000,5,Diesel,Automatic
 Toyota Camry 2.0E,2019,30172.0,Locally assembled,Sedan,29000,5,Petrol,Automatic
 Nissan X trail 2.5 AT,2008,10057.0,Imported,SUV,15000,5,Petrol,Automatic
 Hyundai Tucson 2.0 ATH,2018,26030.0,Locally assembled,Crossover,65000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT CRDi,2020,32656.0,Locally assembled,Crossover,29000,5,Diesel,Automatic
 Toyota Hilux 2.5E 4x2 MT,2011,11793.0,Imported,Bán tải / Pickup,107000,5,Diesel,Manual
 Toyota Corolla GLi 1.8 AT,2007,9071.0,Imported,Sedan,14,5,Petrol,Automatic
 Toyota Camry XLi 2.2 MT,1997,4930.0,Imported,Sedan,40,5,Petrol,Manual
 Nissan Bluebird 1.8 Trước,1990,2169.0,Imported,Sedan,230000,4,Petrol,Manual
 LandRover Range Rover Autobiography 5.0,2014,130152.0,Imported,SUV,68000,4,Petrol,Automatic
 Toyota Fortuner 2.4G 4x2 MT,2017,26425.0,Imported,SUV,143000,8,Diesel,Manual
 Toyota Camry 2.4G,2003,8085.0,Locally assembled,Sedan,280000,5,Petrol,Manual
 Thaco Ollin 700,2020,10254.0,Imported,Truck,150000,3,Diesel,Manual
 Toyota Innova 2.0E,2012,12029.0,Locally assembled,Crossover,120000,8,Petrol,Manual
 Mercedes Benz E class E200 Sport,2019,54743.0,Locally assembled,Sedan,20300,5,Petrol,Automatic
 VinFast Fadil 1.4 AT Plus,2020,12424.0,Locally assembled,Hatchback,20000,5,Petrol,Automatic
 Ford Ranger Wildtrak 2.0L 4x4 AT,2019,26109.0,Imported,Bán tải / Pickup,52000,5,Diesel,Automatic
 Mercedes Benz Maybach S450 4Matic,2020,244488.0,Imported,Sedan,14000,5,Petrol,Automatic
 Lexus LX 570 Super Sport,2016,220864.0,Imported,SUV,40000,7,Petrol,Automatic
 Toyota Fortuner 2.7V 4X2 AT,2016,20312.0,Locally assembled,SUV,140000,8,Petrol,Automatic
 Kia Morning 1.0 AT,2011,10057.0,Imported,Hatchback,92000,5,Petrol,Automatic
 Toyota Land Cruiser GX 4.2 MT,2001,31946.0,Imported,SUV,25000,6,Diesel,Manual
 Toyota Fortuner 2.7V 4x2 AT,2013,17551.0,Locally assembled,SUV,90000,8,Petrol,Automatic
 Toyota Land Cruiser 4.2 MT,1993,11832.0,Imported,SUV,190000,7,Diesel,Manual
 Toyota Innova 2.0E,2014,13212.0,Locally assembled,Crossover,180000,8,Petrol,Manual
 Ford Everest Titanium 2.0L 4x2 AT,2019,36206.0,Imported,SUV,41000,7,Diesel,Automatic
 Ford EcoSport Titanium 1.5 AT,2020,19681.0,Locally assembled,SUV,36000,5,Petrol,Automatic
 Kia Morning Si AT,2016,10964.0,Locally assembled,Hatchback,7000,5,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2017,24256.0,Imported,Bán tải / Pickup,76000,5,Diesel,Automatic
 Mazda 3 1.5L Luxury,2022,25557.0,Locally assembled,Sedan,2000,5,Petrol,Automatic
 Hyundai Accent 1.4 ATH,2020,18734.0,Locally assembled,Sedan,26000,5,Petrol,Automatic
 Volvo XC90 T6 Inscription,2019,109643.0,Imported,SUV,63000,7,Petrol,Automatic
 Mercedes Benz CLA class CLA 250 4Matic,2015,22875.0,Imported,Sedan,69000,5,Petrol,Automatic
 BMW 5 Series 520i,2013,24256.0,Imported,Sedan,85000,5,Petrol,Automatic
 Kia Soluto 1.4 AT Deluxe,2020,15579.0,Locally assembled,Sedan,14079,5,Petrol,Automatic
 Nissan Teana 2.0 AT,2010,11753.0,Imported,Sedan,96000,5,Petrol,Automatic
 Hyundai Getz 1.1 MT,2009,5127.0,Imported,Hatchback,1600000,5,Petrol,Manual
 Hyundai Getz 1.1 MT,2010,5443.0,Imported,Hatchback,12000,5,Petrol,Manual
 Kia Seltos Deluxe 1.4 AT,2021,23664.0,Locally assembled,Crossover,29000,5,Petrol,Automatic
 Toyota Vios 1.5G,2019,16959.0,Locally assembled,Sedan,110000,5,Petrol,Automatic
 VinFast Fadil Tiêu chuẩn 1.4 AT,2022,13410.0,Locally assembled,Hatchback,19000,5,Petrol,Automatic
 Kia Seltos Premium 1.4 AT,2021,26030.0,Locally assembled,Crossover,60000,5,Petrol,Automatic
 Toyota Innova 2.0G,2018,23467.0,Locally assembled,Crossover,76000,8,Petrol,Automatic
 Nissan Navara EL Premium R,2018,18142.0,Imported,Bán tải / Pickup,31000,5,Diesel,Automatic
 Lexus GX 460,2011,65865.0,Imported,SUV,70000,7,Petrol,Automatic
 VinFast Lux A 2.0 2.0 AT,2019,22875.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Toyota Corolla Cross 1.8V,2022,31513.0,Imported,SUV,35000,5,Petrol,Automatic
 Mercedes Benz C class C200 Exclusive,2020,48866.0,Locally assembled,Sedan,22000,5,Petrol,Automatic
 Toyota Rush 1.5S AT,2019,21495.0,Imported,SUV,41000,7,Petrol,Automatic
 Porsche Cayenne Coupe,2020,192467.0,Imported,SUV,32000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2020,15303.0,Locally assembled,Hatchback,30000,5,Petrol,Automatic
 Mercedes Benz S class S400L,2016,78840.0,Locally assembled,Sedan,80450,5,Petrol,Automatic
 Toyota Vios 1.5 MT,2010,5995.0,Locally assembled,Sedan,150000,5,Petrol,Manual
 Mazda 3 1.5 AT,2018,20035.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Porsche Macan 2.0,2016,78486.0,Imported,SUV,30000,5,Petrol,Automatic
 Mercedes Benz GL GL 320 CDI 4Matic,2008,33524.0,Imported,SUV,120000,7,Diesel,Automatic
 Kia Seltos Premium 1.4 AT,2021,25044.0,Locally assembled,Crossover,35000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2016,18340.0,Imported,Bán tải / Pickup,133,5,Diesel,Automatic
 Toyota Innova 2.0E,2015,14396.0,Locally assembled,Crossover,180000,8,Petrol,Manual
 Mercedes Benz GL GL 450 4Matic,2007,16486.0,Imported,SUV,98000,7,Petrol,Automatic
 Mitsubishi Xpander 1.5 MT,2019,16959.0,Imported,SUV,838100,7,Petrol,Manual
 Kia Morning Van 1.0 AT,2014,8401.0,Imported,Van/Minivan,83000,2,Petrol,Automatic
 Kia Morning EX,2018,8677.0,Locally assembled,Hatchback,85000,5,Petrol,Manual
 Ford EcoSport Titanium 1.5L AT,2015,12226.0,Locally assembled,SUV,110000,5,Petrol,Automatic
 Porsche Macan 2.0,2022,134056.0,Imported,SUV,3999,5,Petrol,Automatic
 Ford Focus Titanium 2.0 AT,2015,16368.0,Locally assembled,Sedan,17045,5,Petrol,Automatic
 Suzuki Swift 1.4 AT,2013,13015.0,Imported,Hatchback,10601,5,Petrol,Automatic
 Chrysler 300C 5.7 V8,2010,22284.0,Imported,Sedan,85000,5,Petrol,Automatic
 Infiniti G35 3.5 AT,2006,23072.0,Imported,Sedan,85000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2017,12424.0,Locally assembled,Hatchback,23000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2016,14948.0,Locally assembled,SUV,50000,5,Petrol,Automatic
 Daewoo Gentra SX 1.5 MT,2011,5522.0,Locally assembled,Sedan,150000,5,Petrol,Manual
 Toyota Land Cruiser 3.5 V6,2021,203116.0,Imported,SUV,17900,7,Petrol,Automatic
 Mercedes Benz S class S600,2007,29974.0,Imported,Sedan,78000,5,Petrol,Automatic
 Mazda 6 2.5 AT,2014,17748.0,Locally assembled,Sedan,81000,5,Petrol,Automatic
 Mazda CX5 2.5 AT AWD,2018,26425.0,Locally assembled,SUV,97000,5,Petrol,Automatic
 Hyundai SantaFe 2.4L 4WD,2016,27016.0,Locally assembled,SUV,53000,7,Petrol,Automatic
 Mercedes Benz GL GL 500 4Matic,2014,72964.0,Imported,SUV,73000,7,Petrol,Automatic
 Lexus GX 460,2016,116348.0,Imported,SUV,75000,7,Petrol,Automatic
 Honda CRV L,2018,30369.0,Imported,SUV,68000,7,Petrol,Automatic
 Hyundai Accent 1.4 AT,2019,16368.0,Locally assembled,Sedan,56000,5,Petrol,Automatic
 Mitsubishi Xpander 1.5 AT,2019,21100.0,Imported,SUV,40000,7,Petrol,Automatic
 Mercedes Benz C class C200 Exclusive,2021,52771.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 BMW 3 Series 320i,2015,31513.0,Imported,Sedan,56000,5,Petrol,Automatic
 Mazda 3 1.5 AT,2016,18537.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2017,27569.0,Imported,Bán tải / Pickup,100000,5,Diesel,Automatic
 Kia Picanto 1.25 AT,2013,9860.0,Locally assembled,Hatchback,9686,5,Petrol,Automatic
 Toyota Corolla Cross 1.8G,2022,27569.0,Imported,SUV,150000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2016,41412.0,Locally assembled,SUV,80000,5,Petrol,Automatic
 Lexus RX 350L,2021,145139.0,Imported,SUV,14000,7,Petrol,Automatic
 Kia Cerato 2.0 AT Premium,2020,19917.0,Locally assembled,Sedan,80000,5,Petrol,Automatic
 Toyota Hilux 2.8L 4x4 AT,2021,34904.0,Imported,Bán tải / Pickup,28000,5,Diesel,Automatic
 Hyundai i20 Active 1.4 AT,2016,14987.0,Imported,Crossover,68000,5,Petrol,Automatic
 Toyota Zace GL,2003,5719.0,Locally assembled,SUV,100000,8,Petrol,Manual
 Ford Ranger Wildtrak 2.0L 4x4 AT,2019,26622.0,Imported,Bán tải / Pickup,66666,5,Diesel,Automatic
 Mercedes Benz C class C200,2018,38257.0,Locally assembled,Sedan,46000,5,Petrol,Automatic
 Mercedes Benz E class E200,2017,50720.0,Locally assembled,Sedan,49000,5,Petrol,Automatic
