car_name,year,price,assemble_place,series,driven kms,num_of_seat,engine_type,transmission
 Honda CRV 2.4 AT,2014,20114.0,Locally assembled,SUV,80000,5,Petrol,Automatic
 Toyota Wigo 1.2G MT,2018,11438.0,Imported,Hatchback,9800,5,Petrol,Manual
 Hyundai Starex Van 2.5 MT,2007,5522.0,Imported,Van/Minivan,360000,6,Diesel,Manual
 Hyundai Grand Starex 2.4 AT,2008,12424.0,Imported,Van/Minivan,135000,9,Petrol,Automatic
 Daewoo Gentra SX 1.5 MT,2008,3944.0,Locally assembled,Sedan,147000,5,Petrol,Manual
 Mitsubishi Mirage 1.2 AT,2016,12621.0,Imported,Hatchback,25000,5,Petrol,Automatic
 Toyota 4 Runner Limited,2018,114376.0,Imported,SUV,49000,7,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2013,18063.0,Locally assembled,Sedan,8000,5,Petrol,Automatic
 Mercedes Benz C class C200 Avantgarde,2007,13015.0,Locally assembled,Sedan,43670,5,Petrol,Automatic
 Toyota Vios 1.5G,2020,19128.0,Locally assembled,Sedan,52000,5,Petrol,Automatic
 Toyota Vios 1.5E,2014,12029.0,Locally assembled,Sedan,99000,5,Petrol,Manual
 Hyundai Avante 1.6 AT,2012,12818.0,Locally assembled,Sedan,76000,5,Petrol,Automatic
 Mazda 6 2.0 AT,2016,20509.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Nissan X trail 2.0 2WD,2017,25636.0,Locally assembled,SUV,125000,7,Petrol,Automatic
 Toyota Innova 2.0E,2017,18340.0,Locally assembled,Crossover,80000,8,Petrol,Manual
 Toyota Camry 2.4G,2002,8677.0,Locally assembled,Sedan,14000,5,Petrol,Manual
 Ford Everest Titanium 2.0L 4x2 AT,2021,41806.0,Imported,SUV,25000,7,Diesel,Automatic
 Toyota Fortuner 2.4G 4x2 AT,2020,37271.0,Locally assembled,SUV,30000,7,Diesel,Automatic
 Kia Cerato 2.0 AT,2017,18340.0,Locally assembled,Sedan,62860,5,Petrol,Automatic
 Hyundai Elantra 1.6 AT,2021,23664.0,Locally assembled,Sedan,18000,5,Petrol,Automatic
 Daewoo Gentra SX 1.5 MT,2009,6310.0,Locally assembled,Sedan,176000,5,Petrol,Manual
 Chevrolet Colorado LT 2.5L 4x2 MT,2017,14987.0,Imported,Bán tải / Pickup,70000,5,Diesel,Manual
 Mercedes Benz S class S450L,2019,0.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Kia Carens SX 2.0 AT,2010,11635.0,Locally assembled,Crossover,120000,7,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2019,20312.0,Locally assembled,SUV,22000,5,Petrol,Automatic
 Hyundai SantaFe 2.2 MT,2008,12621.0,Imported,SUV,147664,7,Diesel,Manual
 Hyundai Elantra 1.6 AT,2014,16959.0,Imported,Sedan,100000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2020,13015.0,Locally assembled,Hatchback,15000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2016,19720.0,Imported,Bán tải / Pickup,130000,5,Diesel,Automatic
 Kia Sorento GATH 2.4L 2WD,2014,20114.0,Locally assembled,SUV,280000,7,Petrol,Automatic
 VinFast Fadil Cao cấp 1.4 AT,2022,14396.0,Locally assembled,Hatchback,8000,5,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2015,19523.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Toyota Innova G,2009,11635.0,Locally assembled,Crossover,140000,8,Petrol,Manual
 Ford Ranger XLS 2.2L 4x2 AT,2014,17748.0,Imported,Bán tải / Pickup,150000,5,Diesel,Automatic
 Audi Q5 2.0 AT,2015,34707.0,Imported,SUV,70000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2019,13134.0,Locally assembled,Hatchback,90000,5,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2019,23270.0,Locally assembled,Crossover,1800,5,Petrol,Automatic
 Honda CRV E,2019,29974.0,Imported,SUV,67000,7,Petrol,Automatic
 Mercedes Benz CLA class CLA 250 4Matic,2015,28752.0,Imported,Sedan,70000,5,Petrol,Automatic
 Mazda 2 Luxury,2020,19128.0,Imported,Sedan,30000,5,Petrol,Automatic
 Suzuki XL7 1.5 AT,2020,20706.0,Imported,SUV,12000,7,Petrol,Automatic
 Toyota Innova 2.0E,2019,22875.0,Locally assembled,Crossover,77000,8,Petrol,Manual
 Mercedes Benz GLC 300 4Matic,2017,53244.0,Locally assembled,SUV,6,5,Petrol,Automatic
 Hyundai SantaFe 2.2L HTRAC,2019,36482.0,Locally assembled,SUV,46000,7,Diesel,Automatic
 Toyota Vios 1.5E MT,2020,16170.0,Locally assembled,Sedan,49000,5,Petrol,Manual
 Toyota Innova 2.0 Venturer,2018,25636.0,Locally assembled,Crossover,84000,8,Petrol,Automatic
 Honda City 1.5 MT,2016,13607.0,Locally assembled,Sedan,130000,5,Petrol,Manual
 Mercedes Benz E class E250 AMG,2015,32932.0,Locally assembled,Sedan,80000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 MT,2017,11635.0,Locally assembled,Sedan,76000,5,Petrol,Manual
 Mitsubishi Triton 4x2 AT,2019,18813.0,Imported,Bán tải / Pickup,30000,5,Diesel,Automatic
 Nissan X trail V Series 2.5 SV Luxury 4WD,2018,28200.0,Locally assembled,SUV,70000,7,Petrol,Automatic
 Toyota Vios 1.5G,2018,19326.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Toyota Hilux 3.0G 4x4 MT,2009,12226.0,Imported,Bán tải / Pickup,60000,5,Diesel,Manual
 Hyundai i10 1.2 AT,2022,17748.0,Locally assembled,Hatchback,7000,5,Petrol,Automatic
 Hyundai SantaFe Tiêu chuẩn 2.2L,2022,42950.0,Locally assembled,SUV,15000,7,Diesel,Automatic
 Toyota Hiace Van 2.5,2004,3510.0,Imported,Van/Minivan,30000,3,Diesel,Manual
 Mazda 3 2.0 AT,2015,18734.0,Locally assembled,Sedan,24000,5,Petrol,Automatic
 Kia K3 Premium 1.6 AT,2022,26109.0,Locally assembled,Sedan,19000,5,Petrol,Automatic
 Nissan Teana 2.5 SL,2016,26819.0,Imported,Sedan,100000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2020,25636.0,Imported,Bán tải / Pickup,53178,5,Diesel,Automatic
 Isuzu Dmax LS 2.5 4x2 AT,2017,18537.0,Imported,Bán tải / Pickup,69000,5,Diesel,Automatic
 Toyota Hilux 2.4E 4x2 AT,2019,24453.0,Imported,Bán tải / Pickup,52000,5,Diesel,Automatic
 Toyota Corolla GLi 1.6 MT,1999,4338.0,Locally assembled,Sedan,200000,5,Petrol,Manual
 Hyundai Accent 1.4 MT Tiêu Chuẩn,2021,16762.0,Locally assembled,Sedan,50000,5,Petrol,Manual
 Ford Ranger Wildtrak 2.2L 4x2 AT,2018,21889.0,Imported,Bán tải / Pickup,100000,5,Diesel,Automatic
 Toyota Fortuner 2.5G,2015,21889.0,Locally assembled,SUV,100000,8,Diesel,Manual
 Kia Morning Luxury,2019,13410.0,Locally assembled,Hatchback,55000,5,Petrol,Automatic
 Hyundai SantaFe Cao cấp 2.5L HTRAC,2021,46145.0,Locally assembled,SUV,13000,7,Petrol,Automatic
 Mitsubishi Xpander 1.5 MT,2020,18537.0,Imported,SUV,53000,7,Petrol,Manual
 VinFast Lux A 2.0 Premium 2.0 AT,2021,29580.0,Locally assembled,Sedan,28000,5,Petrol,Automatic
 Ford Ranger XL 4x4 MT,2003,3905.0,Locally assembled,Bán tải / Pickup,500,5,Diesel,Manual
 Nissan Teana 2.0 AT,2010,11832.0,Imported,Sedan,170000,5,Petrol,Automatic
 Peugeot 5008 Allure 1.6 AT,2021,39322.0,Locally assembled,SUV,16000,7,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2015,20903.0,Imported,Bán tải / Pickup,170000,5,Diesel,Automatic
 Kia Seltos Luxury 1.4 AT,2020,24453.0,Locally assembled,Crossover,20000,5,Petrol,Automatic
 Toyota Vios 1.5G,2020,18537.0,Locally assembled,Sedan,23000,5,Petrol,Automatic
 Kia Rio 1.4 AT,2014,14593.0,Imported,Hatchback,58000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2021,15579.0,Locally assembled,Hatchback,14000,5,Petrol,Automatic
 Toyota Camry LE 2.4,2007,14908.0,Imported,Sedan,8000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT Đặc biệt,2021,34273.0,Locally assembled,Crossover,26000,5,Petrol,Automatic
 Toyota Camry 2.4G,2003,8874.0,Locally assembled,Sedan,210000,5,Petrol,Manual
 Mazda 3 1.5L Premium,2022,27214.0,Locally assembled,Sedan,11000,5,Petrol,Automatic
 Kia Frontier,2022,17156.0,Locally assembled,Truck,9000,3,Diesel,Manual
 Ford Mustang EcoBoost Fastback,2018,78840.0,Imported,Coupe,28000,4,Petrol,Automatic
 Toyota Camry 2.5 L,2009,21692.0,Imported,Sedan,68000,5,Petrol,Automatic
 Suzuki Ciaz 1.4 AT,2017,16565.0,Imported,Sedan,85000,5,Petrol,Automatic
 Toyota Vios 1.5E MT,2018,14987.0,Locally assembled,Sedan,80000,5,Petrol,Manual
 Kia Sorento DATH,2018,28200.0,Locally assembled,SUV,76000,7,Diesel,Automatic
 Toyota Zace GL,2003,6902.0,Locally assembled,SUV,80000,8,Petrol,Manual
 Ford Ranger Wildtrak 3.2L 4x4 AT,2016,23861.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 Kia Morning Si MT,2017,9663.0,Locally assembled,Hatchback,62000,5,Petrol,Manual
 Toyota Camry 2.5Q,2022,50444.0,Imported,Sedan,10000,5,Petrol,Automatic
 Audi A8 L V8 4.0L TFSI,2014,92250.0,Imported,Sedan,53000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2015,14948.0,Locally assembled,SUV,60000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2013,17748.0,Locally assembled,SUV,214000,8,Petrol,Automatic
 Mazda 3 1.5 AT,2018,20903.0,Locally assembled,Sedan,45000,5,Petrol,Automatic
 Kia Cerato 1.6 MT,2021,19523.0,Locally assembled,Sedan,30000,5,Petrol,Manual
 Kia Pride Beta,2001,1735.0,Imported,Sedan,200000,5,Petrol,Manual
 Hyundai Avante 1.6 MT,2014,10846.0,Locally assembled,Sedan,110000,5,Petrol,Manual
 Mercedes Benz GL GL 450 4Matic,2007,19720.0,Imported,SUV,140000,7,Petrol,Automatic
 Mazda 2 Sport Luxury,2019,17748.0,Imported,Hatchback,30000,5,Petrol,Automatic
 Lexus RX 350,2019,149477.0,Imported,SUV,42000,5,Petrol,Automatic
 Honda CRV L,2018,35023.0,Imported,SUV,58000,7,Petrol,Automatic
 Mercedes Benz E class E200,2019,54388.0,Locally assembled,Sedan,33000,5,Petrol,Automatic
 Audi TT S 2.0 AT,2008,21889.0,Imported,Coupe,86000,4,Petrol,Automatic
 Chevrolet Captiva LT 2.4 MT,2008,8480.0,Locally assembled,SUV,150000,7,Petrol,Manual
 Toyota Vios 1.5G,2017,17354.0,Locally assembled,Sedan,8,5,Petrol,Automatic
 VinFast Lux A 2.0 Plus 2.0 AT,2021,27214.0,Locally assembled,Sedan,12500,5,Petrol,Automatic
 Toyota Camry 2.5Q,2016,29580.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Kia Forte EX 1.6 MT,2010,11240.0,Locally assembled,Sedan,100000,5,Petrol,Manual
 Ford Ranger XLS 2.2L 4x2 AT,2020,24413.0,Imported,Bán tải / Pickup,50000,5,Diesel,Automatic
 Toyota Prado VX 2.7L,2020,94261.0,Imported,SUV,36000,7,Petrol,Automatic
 Toyota Innova 2.0E,2017,20706.0,Locally assembled,Crossover,95000,8,Petrol,Manual
 Toyota Vios 1.5G,2017,17156.0,Locally assembled,Sedan,12000,5,Petrol,Automatic
 Kia Sorento S GAT 2.4L 4WD,2015,19720.0,Locally assembled,SUV,200000,7,Petrol,Automatic
 Ford Escape XLS 2.3L 4x2 AT,2011,11635.0,Locally assembled,SUV,104000,5,Petrol,Automatic
 Chevrolet Cruze LTZ 1.8 AT,2015,13134.0,Locally assembled,Sedan,77000,5,Petrol,Automatic
 Suzuki XL7 1.5 AT,2020,20509.0,Imported,SUV,14000,7,Petrol,Automatic
 BMW 3 Series 325i,2011,15579.0,Imported,Sedan,130000,5,Petrol,Automatic
 Mitsubishi Pajero 3.0,2009,10846.0,Imported,SUV,128500,5,Petrol,Manual
 Ford Focus 1.8 AT,2012,11635.0,Locally assembled,Hatchback,14000,5,Petrol,Automatic
 Toyota Corolla altis 2.0V,2010,13607.0,Locally assembled,Sedan,170000,5,Petrol,Automatic
 Honda CRV L,2020,37271.0,Locally assembled,SUV,22000,7,Petrol,Automatic
 Kia Morning Van 1.0 AT,2014,9150.0,Imported,Van/Minivan,6711,2,Petrol,Automatic
 Peugeot 3008 Allure 1.6 AT,2020,29580.0,Locally assembled,Crossover,27455,5,Petrol,Automatic
 Toyota Vios 1.5G,2018,17354.0,Locally assembled,Sedan,78000,5,Petrol,Automatic
 Mercedes Benz C class C200 Exclusive,2021,56360.0,Locally assembled,Sedan,32000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT,2018,26425.0,Locally assembled,Crossover,83000,5,Petrol,Automatic
 Honda Civic RS 1.5 AT,2021,29186.0,Imported,Sedan,24000,5,Petrol,Automatic
 Kia Seltos Premium 1.4 AT,2022,29974.0,Locally assembled,Crossover,5500,5,Petrol,Automatic
 Hyundai Elantra 1.6 AT Đặc biệt,2022,26030.0,Locally assembled,Sedan,9000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2021,13883.0,Locally assembled,Hatchback,8900,5,Petrol,Automatic
 Ford Mustang 4.0 V6,2007,65076.0,Imported,Coupe,85037,4,Petrol,Automatic
 Kia K5 Luxury 2.0 AT,2022,33524.0,Locally assembled,Sedan,6000,5,Petrol,Automatic
 Nissan X trail 2.5 SV 4WD Premium,2018,27016.0,Locally assembled,SUV,42000,7,Petrol,Automatic
 Thaco Towner Van 2S,2020,7296.0,Locally assembled,Van/Minivan,9000,2,Petrol,Manual
 Daewoo Lacetti SE,2010,8677.0,Imported,Sedan,39000,5,Petrol,Manual
 Hyundai Accent 1.4 ATH,2018,17748.0,Locally assembled,Sedan,36000,5,Petrol,Automatic
 Hyundai Getz 1.1 MT,2009,4733.0,Imported,Hatchback,765827,5,Petrol,Manual
 Audi Q7 3.0 AT,2011,26819.0,Imported,SUV,100000,7,Petrol,Automatic
 Toyota Land Cruiser 3.5 V6,2022,183396.0,Imported,SUV,28000,7,Petrol,Automatic
 Toyota Land Cruiser 3.5 V6,2022,196411.0,Imported,SUV,10800,7,Petrol,Automatic
 Ford Everest Titanium 2.0L 4x2 AT,2020,36482.0,Imported,SUV,36000,7,Diesel,Automatic
 Lexus RX 350,2021,157720.0,Imported,SUV,20000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2022,97022.0,Locally assembled,SUV,10000,5,Petrol,Automatic
 Hyundai Elantra Sport 1.6 AT,2019,22284.0,Locally assembled,Sedan,33000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2017,28397.0,Imported,SUV,123000,8,Petrol,Automatic
 Kia K3 1.6 AT,2016,16565.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT,2012,12621.0,Imported,Sedan,80000,5,Petrol,Automatic
 Kia Sorento 2.2 DAT Premium,2019,31434.0,Locally assembled,SUV,60000,7,Diesel,Automatic
 Hyundai i10 Grand 1.2 AT,2018,13765.0,Locally assembled,Hatchback,60000,5,Petrol,Automatic
 Chevrolet Orlando LT 1.8,2017,11438.0,Locally assembled,SUV,60000,7,Petrol,Manual
 Hyundai i10 Grand 1.2 AT,2020,13804.0,Locally assembled,Hatchback,26000,5,Petrol,Automatic
 Honda Brio RS,2021,17156.0,Imported,Hatchback,8000,5,Petrol,Automatic
 Mazda 2 1.5 AT,2016,14790.0,Locally assembled,Sedan,120000,5,Petrol,Automatic
 Daewoo Lacetti EX,2011,5719.0,Locally assembled,Sedan,110000,5,Petrol,Manual
 Toyota Innova 2.0G,2014,15382.0,Locally assembled,Crossover,125000,8,Petrol,Automatic
 Mitsubishi Attrage 1.2 MT,2020,10649.0,Imported,Sedan,140000,5,Petrol,Manual
 Audi Q5 2.0 AT,2010,21495.0,Imported,SUV,90000,5,Petrol,Automatic
 Kia Sorento GAT,2017,23625.0,Locally assembled,SUV,86000,7,Petrol,Automatic
 Nissan Sunny XL,2019,12818.0,Locally assembled,Sedan,27000,5,Petrol,Manual
 Mazda 323 1.6 MT,1995,1183.0,Imported,Sedan,300000,5,Petrol,Manual
 Mitsubishi Triton 4x2 AT Mivec,2017,19128.0,Imported,Bán tải / Pickup,50000,5,Diesel,Automatic
 Mazda 3 1.6 AT,2011,12818.0,Imported,Sedan,110000,5,Petrol,Automatic
 Lexus RX 350,2019,145888.0,Imported,SUV,40000,5,Petrol,Automatic
 Ford Explorer Limited 2.3L EcoBoost,2019,59160.0,Imported,SUV,53000,7,Petrol,Automatic
 Lexus LS 460L,2006,31513.0,Imported,Sedan,127000,5,Petrol,Automatic
 Hino 300 Series Dutro,2015,12621.0,Imported,Truck,190000,3,Diesel,Manual
 Ford Ranger XL 2.2L 4x4 MT,2019,20469.0,Imported,Bán tải / Pickup,42000,5,Diesel,Manual
 Mitsubishi Pajero Sport G 4x2 AT,2016,21495.0,Locally assembled,SUV,55555,7,Petrol,Automatic
 Toyota Cressida 2.4,1990,1183.0,Imported,Sedan,269300,5,Petrol,Manual
 Toyota Yaris 1.3G,2016,18142.0,Imported,Hatchback,70000,5,Petrol,Automatic
 Rolls Royce Ghost Series II,2015,709880.0,Imported,Sedan,25000,4,Petrol,Automatic
 Lexus GS 350 AWD,2007,26030.0,Imported,Sedan,79000,5,Petrol,Automatic
 Hyundai i10 Grand 1.0 MT,2014,8085.0,Imported,Hatchback,90000,5,Petrol,Manual
 Ford Focus 1.8 MT,2010,7730.0,Locally assembled,Sedan,12000,5,Petrol,Manual
 Mazda 3 1.5 AT,2017,19681.0,Locally assembled,Sedan,91000,5,Petrol,Automatic
 Toyota Vios 1.5E MT,2018,15618.0,Locally assembled,Sedan,80000,5,Petrol,Manual
 Hyundai i10 Grand 1.2 MT Base,2020,11832.0,Locally assembled,Sedan,48000,5,Petrol,Manual
 Mercedes Benz GLC 300 4Matic,2021,74857.0,Locally assembled,SUV,12000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 MT,2019,18813.0,Imported,Bán tải / Pickup,61000,5,Diesel,Manual
 Mazda 3 1.5L Luxury,2019,21692.0,Locally assembled,Sedan,65000,5,Petrol,Automatic
 Honda CRV 2.4 AT,2015,22875.0,Locally assembled,SUV,70000,5,Petrol,Automatic
 Toyota Vios G 1.5 CVT,2021,20706.0,Locally assembled,Sedan,4000,5,Petrol,Automatic
 Mitsubishi Outlander 2.0 CVT,2019,25636.0,Locally assembled,SUV,50000,7,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2016,11832.0,Imported,Hatchback,42000,5,Petrol,Automatic
 Kia Forte SX 1.6 MT,2012,11240.0,Locally assembled,Sedan,100000,5,Petrol,Manual
 VinFast Lux SA 2.0 2.0 AT,2020,30763.0,Locally assembled,SUV,45000,7,Petrol,Automatic
 Mazda 3 1.5 AT,2018,20509.0,Locally assembled,Sedan,35000,5,Petrol,Automatic
 Toyota Prado VX 2.7L,2021,101282.0,Imported,SUV,20000,7,Petrol,Automatic
 Toyota Prado VX 2.7L,2022,117925.0,Imported,SUV,6000,7,Petrol,Automatic
 Kia Carnival 2.9 AT,2004,11043.0,Imported,Van/Minivan,160000,9,Diesel,Automatic
 Mercedes Benz E class E200,2011,15973.0,Locally assembled,Sedan,120000,5,Petrol,Automatic
 Ford Fiesta 1.6 AT,2011,10254.0,Locally assembled,Sedan,55000,5,Petrol,Automatic
 Kia Forte SX 1.6 MT,2013,13015.0,Locally assembled,Sedan,12000,5,Petrol,Manual
 Toyota Corona 1.8 Trước,1990,2169.0,Imported,Sedan,100000,5,Petrol,Manual
 VinFast Lux SA 2.0 Premium 2.0 AT,2020,33918.0,Locally assembled,SUV,53000,7,Petrol,Automatic
 Toyota Vios 1.5G,2013,13410.0,Locally assembled,Sedan,110000,5,Petrol,Automatic
 Mini Cooper Countryman JCW ALL4,2019,78840.0,Imported,Hatchback,34000,5,Petrol,Automatic
 Hyundai i20 Active 1.4 AT,2015,14948.0,Imported,Crossover,75000,5,Petrol,Automatic
 Toyota Fortuner 2.5G,2016,24374.0,Locally assembled,SUV,94000,8,Diesel,Manual
 Kia Cerato 2.0 AT Premium,2019,22086.0,Locally assembled,Sedan,51000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT,2015,13607.0,Imported,Sedan,140000,5,Petrol,Automatic
 Toyota Vios E CVT,2021,18537.0,Locally assembled,Sedan,17000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 MT,2016,16170.0,Imported,Bán tải / Pickup,100000,5,Diesel,Manual
 Mercedes Benz E class E180,2022,70992.0,Locally assembled,Sedan,4000,5,Petrol,Automatic
 Lexus RX 350,2019,145533.0,Imported,SUV,25000,5,Petrol,Automatic
 Baic Beijing X7 Premium 1.5 AT,2021,27569.0,Imported,SUV,10000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2018,18142.0,Locally assembled,Sedan,190000,5,Petrol,Automatic
 Toyota Innova G,2010,9466.0,Locally assembled,Crossover,125000,8,Petrol,Manual
 Honda Civic 1.8 E,2018,21100.0,Imported,Sedan,74000,5,Petrol,Automatic
 Hyundai SantaFe MLX 2.0L,2009,17551.0,Imported,SUV,120000,7,Diesel,Automatic
 Toyota Vios 1.5E,2010,8519.0,Locally assembled,Sedan,68668,5,Petrol,Manual
 Mazda CX5 2.0 AT,2016,23467.0,Locally assembled,SUV,80000,5,Petrol,Automatic
 Toyota Vios 1.5G,2020,19326.0,Locally assembled,Sedan,30000,5,Petrol,Automatic
 Kia Sedona 2.2 DAT Luxury,2019,36482.0,Locally assembled,Van/Minivan,83000,7,Diesel,Automatic
 Ford Focus Trend 1.6 AT,2014,13607.0,Locally assembled,Hatchback,63000,5,Petrol,Automatic
 Mitsubishi Triton 4x2 AT Mivec,2017,19128.0,Imported,Bán tải / Pickup,86000,5,Diesel,Automatic
 Honda City 1.5 AT,2014,14948.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Honda City 1.5TOP,2019,18458.0,Locally assembled,Sedan,56000,5,Petrol,Automatic
 Kia Morning Van 1.0 AT,2015,9268.0,Imported,Van/Minivan,61000,2,Petrol,Automatic
 Kia Sorento Signature 2.5 AT AWD,2022,41412.0,Locally assembled,SUV,9500,7,Petrol,Automatic
 Kia K5 Premium 2.0 AT,2022,35102.0,Locally assembled,Sedan,17000,5,Petrol,Automatic
 Toyota Innova J,2008,6310.0,Locally assembled,Crossover,23000000,8,Petrol,Manual
 Mazda 6 2.0 AT,2015,19720.0,Locally assembled,Sedan,550000,5,Petrol,Automatic
 Kia Carens EX 2.0 MT,2010,7494.0,Locally assembled,Crossover,150000,7,Petrol,Manual
 Toyota Camry 2.5Q,2019,37862.0,Imported,Sedan,45000,5,Petrol,Automatic
 VinFast Lux SA 2.0 Premium 2.0 AT,2020,36640.0,Locally assembled,SUV,28000,7,Petrol,Automatic
 Mazda 6 2.0 AT,2015,19128.0,Locally assembled,Sedan,80000,5,Petrol,Automatic
 Mazda CX5 2.5 AT 2WD,2018,28200.0,Locally assembled,SUV,48000,5,Petrol,Automatic
 Hyundai Getz 1.1 MT,2010,6310.0,Imported,Hatchback,117142,5,Petrol,Manual
 Toyota Fortuner 2.4G 4x2 AT,2020,39046.0,Locally assembled,SUV,47000,7,Diesel,Automatic
 Mercedes Benz C class C200 Elegance,2009,13804.0,Locally assembled,Sedan,150000,5,Petrol,Automatic
 Toyota Vios E CVT,2022,21100.0,Locally assembled,Sedan,4800,5,Petrol,Automatic
 Kia Rondo GAT Deluxe,2019,19128.0,Locally assembled,SUV,40000,7,Petrol,Automatic
 Mazda BT50 2.2L 4x2 AT,2015,16170.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 Kia Morning SLX 1.0 AT,2008,6626.0,Imported,Hatchback,13668,5,Petrol,Automatic
 Mitsubishi Xpander Cross 1.5 AT,2020,22875.0,Imported,SUV,36000,7,Petrol,Automatic
 Lexus GX 460,2020,199172.0,Imported,SUV,25000,7,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2012,18931.0,Locally assembled,SUV,90000,8,Petrol,Automatic
 Kia Sorento Signature 2.2 AT AWD,2020,42595.0,Locally assembled,SUV,340000,7,Diesel,Automatic
 Hyundai SantaFe 2.2L 4WD,2018,31946.0,Locally assembled,SUV,68000,7,Diesel,Automatic
 Mazda 2 Deluxe,2019,18537.0,Imported,Sedan,38000,5,Petrol,Automatic
 Mazda 3 1.5 AT,2017,18537.0,Locally assembled,Sedan,51250,5,Petrol,Automatic
 Honda Civic 2.0 AT,2006,9663.0,Locally assembled,Sedan,1168,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2017,19523.0,Imported,Bán tải / Pickup,10268,5,Diesel,Automatic
 Lexus RX 300,2021,125419.0,Imported,SUV,28000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT,2013,18931.0,Imported,Crossover,90000,5,Petrol,Automatic
 Ford Fiesta 1.6 AT,2012,8677.0,Locally assembled,Sedan,123628,5,Petrol,Automatic
 Honda City RS 1.5 AT,2022,22047.0,Locally assembled,Sedan,20000,5,Petrol,Automatic
 Ford Everest 2.5L 4x2 MT,2006,6508.0,Locally assembled,SUV,23000,8,Diesel,Manual
 Kia K3000S,2009,5482.0,Locally assembled,Truck,150000,3,Diesel,Manual
 Kia Morning Si AT,2018,11635.0,Locally assembled,Hatchback,60000,5,Petrol,Automatic
 Lexus RX 350,2016,104516.0,Imported,SUV,1200000,5,Petrol,Automatic
 Audi A8 L 4.2 Quattro,2004,11240.0,Imported,Sedan,138000,5,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2021,24650.0,Locally assembled,Crossover,15000,5,Petrol,Automatic
 Toyota Vios 1.5G,2014,14198.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Toyota Vios 1.5G,2015,15184.0,Locally assembled,Sedan,79000,5,Petrol,Automatic
 Honda City 1.5 AT,2016,16565.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Kia Seltos Premium 1.4 AT,2021,27608.0,Locally assembled,Crossover,9000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT 4WD,2011,18340.0,Imported,Crossover,79000,5,Petrol,Automatic
 Hyundai Elantra Sport 1.6 AT,2018,19128.0,Locally assembled,Sedan,85000,5,Petrol,Automatic
 Toyota Innova G,2006,8480.0,Locally assembled,Crossover,28000,8,Petrol,Manual
 Kia Sorento GATH,2016,19641.0,Locally assembled,SUV,999999,7,Petrol,Automatic
